agent_type,model_architecture,deployment_environment,task_category,task_complexity,autonomy_level,success_rate,accuracy_score,efficiency_score,execution_time_seconds,response_latency_ms,memory_usage_mb,cpu_usage_percent,human_intervention_required,error_recovery_rate,multimodal_capability,edge_compatibility,performance_index,cost_efficiency_ratio,autonomous_capability_score,DAY(timestamp),MONTH(timestamp),WEEKDAY(timestamp),YEAR(timestamp)
Financial Advisor,Falcon-180B,Server,Creative Writing,6.0,6.0,0.4403,0.5178,0.5764,27.16,1671.42,450.4,56.7,True,0.5106,False,False,0.50438,34.54657534246576,95.742,14,2,4,2025
Translation Agent,InstructGPT,Edge,Creative Writing,3.0,1.0,0.8044,0.7987,0.7964,24.08,908.21,324.2,48.2,False,0.805,True,True,0.8002900000000001,65.06422764227644,86.35,14,2,4,2025
Research Assistant,GPT-4o,Edge,Decision Making,5.0,7.0,0.6794,0.6178,0.6909,50.15,352.44,308.0,53.5,True,0.8156,False,True,0.66437,31.940865384615385,127.092,14,2,4,2025
Document Processor,LLaMA-3,Mobile,Communication,3.0,5.0,0.7181,0.7895,0.7272,11.36,330.23,277.5,56.3,False,0.8638,False,True,0.74225,97.66447368421052,130.466,14,2,4,2025
Data Analyst,Falcon-180B,Mobile,Problem Solving,7.0,7.0,0.4136,0.4428,0.514,92.1,339.55,520.1,79.6,True,0.4737,False,True,0.45248,12.262330623306234,103.159,14,2,4,2025
Email Manager,Mixtral-8x7B,Cloud,Research & Summarization,8.0,8.0,0.337,0.455,0.5131,31.98,635.79,522.1,76.3,True,0.4073,False,True,0.42523,25.16153846153846,108.511,14,2,4,2025
Research Assistant,Transformer-XL,Mobile,Text Processing,5.0,4.0,0.5643,0.6452,0.6085,30.34,673.75,344.8,58.2,True,0.6099,False,True,0.60183,41.22123287671233,82.693,14,2,4,2025
Project Manager,Claude-3.5,Cloud,Creative Writing,3.0,2.0,0.804,0.8247,0.7396,42.59,293.79,219.0,49.5,False,0.8512,False,False,0.79089,45.45344827586207,99.584,14,2,4,2025
Project Manager,GPT-4o,Desktop,Communication,6.0,8.0,0.4959,0.6767,0.5905,21.94,404.77,373.4,82.0,True,0.6355,False,False,0.57852,48.21,124.485,14,2,4,2025
Project Manager,Transformer-XL,Mobile,Problem Solving,9.0,10.0,0.3,0.4,0.4366,132.89,175.74,510.6,87.8,True,0.4232,False,True,0.37098,7.360714285714285,129.624,14,2,4,2025
Data Analyst,GPT-4o,Edge,Planning & Scheduling,3.0,5.0,0.7651,0.8045,0.7971,27.73,405.56,200.5,58.7,False,0.7796,False,True,0.7865200000000001,64.4688524590164,124.572,14,2,4,2025
HR Recruiter,Claude-3.5,Desktop,Planning & Scheduling,4.0,2.0,0.6809,0.7309,0.7113,46.66,514.98,280.3,50.4,True,0.6833,False,False,0.70502,36.34123711340206,67.831,14,2,4,2025
Code Assistant,Transformer-XL,Edge,Creative Writing,7.0,6.0,0.47,0.4407,0.5056,49.07,519.78,463.1,71.7,True,0.5815,False,True,0.47189,21.44954545454545,100.705,14,2,4,2025
Social Media Manager,Falcon-180B,Mobile,Research & Summarization,6.0,8.0,0.4299,0.558,0.549,38.19,1285.56,400.3,46.3,True,0.4581,True,True,0.50406,28.47796610169491,112.067,14,2,4,2025
Research Assistant,Claude-3.5,Hybrid,Creative Writing,5.0,3.0,0.6145,0.6726,0.6512,42.39,308.61,386.7,56.5,True,0.6805,True,True,0.64294,33.83894736842105,77.63499999999999,14,2,4,2025
Content Creator,Falcon-180B,Hybrid,Planning & Scheduling,3.0,1.0,0.6582,0.7244,0.7042,29.15,180.34,287.3,57.4,True,0.6612,False,True,0.69186,50.87205882352941,56.284,15,2,5,2025
Financial Advisor,CodeT5+,Mobile,Decision Making,9.0,7.0,0.3,0.4,0.4214,39.32,1145.3,585.3,78.9,True,0.326,False,True,0.3664199999999999,18.321,92.82,15,2,5,2025
HR Recruiter,Claude-3.5,Mobile,Decision Making,8.0,6.0,0.3744,0.4108,0.5307,45.04,616.12,505.8,93.8,True,0.4901,False,True,0.43221,20.48388625592417,94.307,15,2,5,2025
Social Media Manager,InstructGPT,Desktop,Research & Summarization,4.0,3.0,0.7037,0.6905,0.7713,37.58,180.33,274.9,73.5,False,0.7266,True,False,0.72002,44.17300613496933,100.862,15,2,5,2025
Content Creator,CodeT5+,Desktop,Text Processing,6.0,6.0,0.4635,0.5597,0.58455,41.09,630.935,408.65,69.4,False,0.53905,False,False,0.5292349999999999,27.966852002794596,102.434,15,2,5,2025
Social Media Manager,Claude-3.5,Desktop,Communication,6.0,4.0,0.5639,0.6018,0.6604,26.71,1011.24,374.0,56.0,True,0.6522,False,True,0.60422,44.42794117647058,85.654,15,2,5,2025
Task Planner,Transformer-XL,Server,Planning & Scheduling,6.0,8.0,0.4542,0.5411,0.5764,29.83,147.15,429.2,69.2,True,0.4756,False,False,0.51693,34.008552631578944,113.292,15,2,5,2025
Data Analyst,InstructGPT,Server,Data Analysis,6.0,6.0,0.437,0.5996,0.642,67.6,442.1,424.6,75.4,True,0.5507,False,False,0.54728,19.6863309352518,98.549,15,2,5,2025
QA Tester,CodeT5+,Desktop,Data Analysis,8.0,10.0,0.3,0.4147,0.4446,61.25,2254.75,474.1,67.4,True,0.4336,True,False,0.3777899999999999,14.41946564885496,130.352,15,2,5,2025
Content Creator,Transformer-XL,Cloud,Text Processing,3.0,1.0,0.6859,0.6667,0.6855,25.05,198.11,244.4,54.3,True,0.7138,False,False,0.68002,57.628813559322026,59.966,15,2,5,2025
Document Processor,Claude-3.5,Edge,Code Generation,9.0,9.0,0.3,0.4,0.4856,38.23,253.99,571.6,101.3,True,0.3875,False,True,0.3856799999999999,19.77846153846154,117.125,15,2,5,2025
Social Media Manager,CodeT5+,Mobile,Communication,6.0,7.0,0.5059,0.5818,0.5386,10.52,437.6,389.8,57.9,True,0.6463,False,True,0.53848,64.10476190476189,115.241,15,2,5,2025
Marketing Assistant,Transformer-XL,Hybrid,Communication,3.0,1.0,0.7335,0.6533,0.6802,22.63,220.72,233.9,61.0,False,0.7803,False,False,0.69345,63.61926605504587,84.62100000000001,15,2,5,2025
Data Analyst,Mixtral-8x7B,Hybrid,Text Processing,6.0,5.0,0.3843,0.4658,0.588,30.5,265.77,433.6,65.3,True,0.4836,False,False,0.4698599999999999,30.31354838709677,83.852,15,2,5,2025
Social Media Manager,Falcon-180B,Edge,Decision Making,9.0,8.0,0.3,0.4156,0.4499,36.33,3078.18,609.4,109.4,True,0.4059,False,True,0.37965,19.7734375,108.413,15,2,5,2025
Social Media Manager,GPT-4o,Cloud,Planning & Scheduling,4.0,4.0,0.6796,0.8106,0.754,39.83,1146.89,267.3,43.1,True,0.7242,False,False,0.74122,43.60117647058823,90.694,15,2,5,2025
Project Manager,InstructGPT,Desktop,Creative Writing,5.0,4.0,0.645,0.6948,0.6387,45.84,197.22,327.5,63.6,True,0.7774,False,True,0.65805,33.57397959183674,94.418,15,2,5,2025
QA Tester,InstructGPT,Mobile,Research & Summarization,9.0,8.0,0.3,0.4093,0.4491,27.57,2690.08,500.1,90.2,True,0.3178,True,True,0.3775199999999999,24.836842105263152,102.246,15,2,5,2025
Content Creator,PaLM-2,Desktop,Decision Making,10.0,9.0,0.3,0.4,0.3881,38.49,535.36,601.7,121.7,True,0.3772,False,True,0.3564299999999999,18.00151515151515,116.404,15,2,5,2025
Social Media Manager,Mixtral-8x7B,Desktop,Text Processing,6.0,8.0,0.526,0.6002,0.564,27.44,268.09,433.2,88.2,True,0.5485,False,True,0.55966,38.597241379310354,118.395,15,2,5,2025
Data Analyst,Mixtral-8x7B,Desktop,Creative Writing,7.0,5.0,0.4099,0.5296,0.5453,36.11,294.4,423.4,74.5,True,0.4695,False,False,0.48643,28.11734104046243,82.865,15,2,5,2025
Marketing Assistant,Transformer-XL,Mobile,Problem Solving,6.0,4.0,0.4557,0.4732,0.5825,102.48,674.76,395.5,82.7,True,0.5419,False,True,0.4989899999999999,12.761892583120202,77.933,15,2,5,2025
QA Tester,Mixtral-8x7B,Mobile,Data Analysis,6.0,6.0,0.5069,0.565,0.5853,30.06,579.31,364.6,70.2,True,0.6433,True,True,0.5478500000000001,37.2687074829932,105.031,15,2,5,2025
Financial Advisor,Claude-3.5,Mobile,Text Processing,3.0,1.0,0.7331,0.7816,0.7154,15.31,2488.52,281.2,39.6,False,0.8775,False,True,0.74234,83.40898876404493,91.425,15,2,5,2025
Customer Service,CodeT5+,Desktop,Planning & Scheduling,3.0,2.0,0.7063,0.7757,0.7388,27.41,823.73,256.4,29.4,False,0.815,False,False,0.7368700000000001,58.0212598425197,97.05,15,2,5,2025
Social Media Manager,Claude-3.5,Desktop,Planning & Scheduling,6.0,7.0,0.4512,0.5249,0.6311,32.23,173.48,410.1,72.2,True,0.4531,False,True,0.52728,33.372151898734174,101.717,15,2,5,2025
Customer Service,Mixtral-8x7B,Edge,Learning & Adaptation,10.0,10.0,0.3,0.4,0.3645,118.17,608.94,556.1,83.4,True,0.4379,False,True,0.34935,7.594565217391304,130.653,15,2,5,2025
Customer Service,CodeT5+,Hybrid,Data Analysis,7.0,5.0,0.4925,0.5044,0.4589,56.35,522.52,381.0,76.8,True,0.6237,False,True,0.4859899999999999,20.59279661016949,93.659,15,2,5,2025
Content Creator,PaLM-2,Edge,Learning & Adaptation,9.0,7.0,0.3,0.4,0.4279,80.09,207.72,540.3,89.7,True,0.3418,False,True,0.36837,11.129003021148035,93.926,15,2,5,2025
HR Recruiter,PaLM-2,Edge,Data Analysis,7.0,5.0,0.4395,0.5172,0.4963,70.97,605.67,457.1,60.3,True,0.5005,False,True,0.47985,16.43321917808219,85.035,15,2,5,2025
Sales Assistant,Mixtral-8x7B,Cloud,Problem Solving,9.0,7.0,0.3,0.4089,0.4225,33.53,374.12,533.6,78.0,True,0.3299,False,False,0.3694199999999999,21.109714285714283,93.093,15,2,5,2025
Research Assistant,Falcon-180B,Edge,Learning & Adaptation,8.0,10.0,0.3,0.5122,0.4266,38.79,1240.53,500.4,84.8,True,0.3559,False,True,0.40164,21.25079365079365,124.913,15,2,5,2025
Document Processor,InstructGPT,Desktop,Research & Summarization,8.0,8.0,0.3,0.4794,0.4978,38.08,164.42,495.7,96.8,True,0.3619,True,True,0.4131599999999999,22.212903225806446,105.333,15,2,5,2025
Marketing Assistant,PaLM-2,Mobile,Data Analysis,6.0,4.0,0.542,0.5748,0.633,40.43,3696.02,383.8,54.5,True,0.5892,False,True,0.57914,31.646994535519124,81.244,16,2,6,2025
Research Assistant,Claude-3.5,Cloud,Problem Solving,8.0,6.0,0.3379,0.4837,0.5029,61.5,1085.27,504.0,77.0,True,0.3466,False,False,0.43114,16.269433962264152,84.262,16,2,6,2025
Marketing Assistant,LLaMA-3,Hybrid,Learning & Adaptation,7.0,9.0,0.3865,0.4744,0.5112,116.33,1030.28,513.3,83.8,True,0.5286,False,False,0.45028,10.028507795100223,127.002,16,2,6,2025
Customer Service,Transformer-XL,Desktop,Data Analysis,4.0,6.0,0.5322,0.6733,0.6356,40.06,617.88,304.1,33.1,True,0.6509,False,False,0.60555,34.80172413793103,105.563,16,2,6,2025
Financial Advisor,InstructGPT,Server,Communication,2.0,3.0,0.7554,0.8553,0.7502,21.64,313.32,213.7,57.0,False,0.8149,False,True,0.7838099999999999,75.36634615384615,107.043,16,2,6,2025
Research Assistant,CodeT5+,Desktop,Data Analysis,4.0,5.0,0.6548,0.7078,0.6973,45.51,185.97,300.9,50.7,True,0.7082,True,False,0.68345,35.596354166666664,99.574,16,2,6,2025
Content Creator,PaLM-2,Mobile,Text Processing,5.0,5.0,0.5739,0.6672,0.6584,33.54,140.69,380.0,89.2,True,0.6525,False,True,0.62724,39.2025,95.675,16,2,6,2025
Email Manager,CodeT5+,Cloud,Planning & Scheduling,4.0,5.0,0.6429,0.6939,0.6838,24.03,313.93,240.0,49.8,True,0.6945,False,False,0.67047,58.81315789473684,98.615,16,2,6,2025
Email Manager,Claude-3.5,Desktop,Problem Solving,6.0,8.0,0.5977,0.6541,0.5458,94.28,268.61,398.1,83.6,True,0.7342,False,False,0.59905,16.45741758241758,131.394,16,2,6,2025
Research Assistant,CodeT5+,Desktop,Data Analysis,5.0,5.0,0.5524,0.6861,0.6602,23.56,204.93,393.4,54.1,True,0.6373,True,True,0.62485,48.81640625000001,94.611,16,2,6,2025
Sales Assistant,CodeT5+,Mobile,Text Processing,2.0,2.0,0.7912,0.7527,0.8622,32.58,1341.97,176.9,45.8,False,0.8066,False,True,0.80095,58.89338235294117,96.462,16,2,6,2025
Sales Assistant,Falcon-180B,Edge,Communication,6.0,6.0,0.4635,0.5597,0.58455,41.09,630.935,408.65,69.4,False,0.53905,False,True,0.5292349999999999,27.966852002794596,102.434,16,2,6,2025
Code Assistant,Mixtral-8x7B,Edge,Communication,6.0,8.0,0.4317,0.4368,0.5132,17.05,1453.85,372.9,66.0,True,0.5437,False,True,0.45768,44.00769230769231,118.059,16,2,6,2025
Data Analyst,LLaMA-3,Edge,Planning & Scheduling,5.0,3.0,0.6024,0.6005,0.6822,42.42,1888.21,330.9,47.1,True,0.683,False,True,0.62577,34.009239130434786,77.81,16,2,6,2025
Financial Advisor,Gemini-Pro,Mobile,Data Analysis,5.0,3.0,0.547,0.7271,0.6243,53.6,5478.15,311.9,69.0,True,0.6161,True,True,0.62422,28.37363636363636,73.127,16,2,6,2025
Social Media Manager,CodeT5+,Edge,Creative Writing,5.0,5.0,0.6389,0.6179,0.5923,37.7,227.88,322.0,74.5,True,0.7762,False,True,0.6186200000000001,36.82261904761904,104.334,16,2,6,2025
Social Media Manager,Transformer-XL,Desktop,Creative Writing,5.0,7.0,0.5953,0.5636,0.6398,47.27,1004.41,347.1,67.9,True,0.6203,False,True,0.59914,29.660396039603963,113.421,16,2,6,2025
Marketing Assistant,Gemini-Pro,Server,Text Processing,6.0,6.0,0.4635,0.5597,0.58455,41.09,630.935,408.65,69.4,False,0.53905,False,False,0.5292349999999999,27.966852002794596,102.434,16,2,6,2025
Sales Assistant,GPT-4o,Server,Communication,6.0,6.0,0.4635,0.5597,0.58455,41.09,630.935,408.65,69.4,False,0.53905,False,False,0.5292349999999999,27.966852002794596,102.434,16,2,6,2025
Content Creator,Transformer-XL,Cloud,Learning & Adaptation,8.0,7.0,0.3268,0.4559,0.4785,64.52,1686.8,517.8,91.2,True,0.3995,False,False,0.4110399999999999,14.838989169675088,97.965,16,2,6,2025
Customer Service,Transformer-XL,Mobile,Data Analysis,5.0,6.0,0.4609,0.6226,0.5619,68.46,573.12,315.1,50.8,True,0.5441,False,True,0.53971,19.98925925925926,98.087,16,2,6,2025
Document Processor,Falcon-180B,Desktop,Planning & Scheduling,7.0,5.0,0.3885,0.4635,0.5167,33.77,310.31,448.8,89.8,True,0.4401,False,True,0.4494599999999999,26.91377245508982,80.807,16,2,6,2025
HR Recruiter,PaLM-2,Hybrid,Planning & Scheduling,3.0,5.0,0.7342,0.7777,0.7161,30.78,1032.87,296.3,50.7,False,0.8007,False,True,0.7418199999999999,52.24084507042253,126.049,16,2,6,2025
Project Manager,Claude-3.5,Server,Data Analysis,4.0,5.0,0.6223,0.7685,0.7121,46.0,352.2,285.7,60.7,True,0.7584,True,False,0.6930999999999999,36.09895833333333,103.088,17,2,0,2025
Project Manager,Falcon-180B,Server,Decision Making,10.0,8.0,0.3,0.4,0.3639,41.7,187.5,616.4,90.7,True,0.3283,False,True,0.34917,16.548341232227486,102.981,17,2,0,2025
Data Analyst,LLaMA-3,Desktop,Data Analysis,7.0,5.0,0.3977,0.5746,0.5441,58.14,264.83,476.4,101.3,True,0.4863,True,True,0.4946899999999999,19.708764940239043,84.041,17,2,0,2025
Financial Advisor,InstructGPT,Desktop,Code Generation,7.0,9.0,0.4587,0.488,0.5912,32.02,274.49,470.3,70.0,True,0.4755,False,True,0.50724,30.929268292682927,123.285,17,2,0,2025
Data Analyst,LLaMA-3,Server,Learning & Adaptation,10.0,8.0,0.3,0.4,0.3801,95.31,327.75,647.3,108.4,True,0.3499,False,False,0.3540299999999999,9.031377551020409,104.493,17,2,0,2025
QA Tester,GPT-4o,Mobile,Text Processing,7.0,9.0,0.4623,0.5007,0.5535,25.87,1938.76,459.2,60.8,True,0.4688,False,True,0.5011800000000001,35.2943661971831,122.816,17,2,0,2025
QA Tester,InstructGPT,Server,Planning & Scheduling,5.0,7.0,0.5944,0.6298,0.7104,12.15,1392.42,333.9,44.8,True,0.6591,False,False,0.63982,76.16904761904762,116.137,17,2,0,2025
Financial Advisor,Gemini-Pro,Hybrid,Text Processing,7.0,5.0,0.3822,0.4864,0.5666,29.26,950.94,427.0,72.6,True,0.4759,False,True,0.46878,31.252,83.313,17,2,0,2025
Email Manager,Mixtral-8x7B,Mobile,Text Processing,4.0,3.0,0.582,0.6298,0.6508,40.0,514.48,296.9,62.1,True,0.6573,False,True,0.61698,35.6635838150289,76.011,17,2,0,2025
Data Analyst,Falcon-180B,Desktop,Creative Writing,5.0,7.0,0.5509,0.6619,0.5985,38.87,502.6,344.3,69.7,True,0.575,True,False,0.59848,34.39540229885057,110.25,17,2,0,2025
Data Analyst,LLaMA-3,Desktop,Decision Making,10.0,9.0,0.3,0.4,0.4051,47.39,211.23,605.6,99.6,True,0.3904,False,False,0.36153,15.787336244541486,117.328,17,2,0,2025
Financial Advisor,Transformer-XL,Cloud,Data Analysis,7.0,5.0,0.3,0.5192,0.5039,65.71,939.16,397.6,75.7,True,0.4435,False,True,0.42693,15.87100371747212,81.045,17,2,0,2025
Translation Agent,InstructGPT,Mobile,Research & Summarization,4.0,6.0,0.6152,0.7007,0.7067,37.8,3969.84,358.9,63.1,True,0.7573,True,True,0.6683,38.854651162790695,113.011,17,2,0,2025
Customer Service,LLaMA-3,Hybrid,Problem Solving,8.0,7.0,0.3019,0.4598,0.5028,96.62,255.95,491.3,100.1,True,0.3572,False,False,0.40954,10.749081364829395,95.004,17,2,0,2025
QA Tester,Transformer-XL,Edge,Research & Summarization,9.0,9.0,0.3,0.4,0.3718,42.58,452.23,570.4,92.4,True,0.3708,True,True,0.3515399999999999,16.8200956937799,115.956,17,2,0,2025
Project Manager,CodeT5+,Mobile,Learning & Adaptation,7.0,5.0,0.4036,0.53,0.5292,103.52,383.45,412.4,77.0,True,0.5444,False,True,0.4792,12.101010101010102,88.108,17,2,0,2025
Research Assistant,InstructGPT,Cloud,Decision Making,5.0,7.0,0.5898,0.7059,0.6947,14.35,1787.91,373.9,70.7,True,0.6506,False,False,0.6561,69.06315789473683,115.542,17,2,0,2025
Task Planner,Gemini-Pro,Server,Communication,4.0,3.0,0.6466,0.6592,0.7184,18.9,657.9,275.7,52.4,True,0.7191,False,True,0.67192,66.52673267326732,80.33699999999999,17,2,0,2025
HR Recruiter,Claude-3.5,Desktop,Problem Solving,10.0,8.0,0.3,0.4,0.3658,105.01,664.21,559.4,82.3,True,0.3399,False,False,0.34974,8.407211538461539,103.793,17,2,0,2025
Code Assistant,Claude-3.5,Hybrid,Planning & Scheduling,6.0,6.0,0.4635,0.5597,0.58455,41.09,630.935,408.65,69.4,False,0.53905,False,False,0.5292349999999999,27.966852002794596,102.434,18,2,1,2025
HR Recruiter,Claude-3.5,Cloud,Communication,4.0,6.0,0.6472,0.6391,0.7527,18.18,2219.01,323.0,47.9,True,0.7868,False,True,0.67642,65.67184466019418,115.076,18,2,1,2025
QA Tester,InstructGPT,Desktop,Code Generation,5.0,7.0,0.6211,0.6278,0.6822,65.62,153.33,314.1,47.3,True,0.7468,False,False,0.64144,24.670769230769228,122.276,18,2,1,2025
Content Creator,GPT-4o,Cloud,Text Processing,6.0,6.0,0.4635,0.5597,0.58455,41.09,630.935,408.65,69.4,False,0.53905,False,False,0.5292349999999999,27.966852002794596,102.434,18,2,1,2025
Project Manager,Mixtral-8x7B,Cloud,Decision Making,5.0,5.0,0.5214,0.6281,0.6403,38.9,963.03,320.6,57.0,True,0.5805,False,True,0.5890799999999999,34.24883720930232,90.635,18,2,1,2025
Content Creator,Gemini-Pro,Hybrid,Creative Writing,7.0,5.0,0.4693,0.5124,0.5198,24.75,239.24,434.6,68.0,True,0.5509,True,False,0.4973799999999999,36.5720588235294,88.56299999999999,18,2,1,2025
QA Tester,Falcon-180B,Cloud,Decision Making,5.0,7.0,0.5166,0.5991,0.6192,35.85,237.26,365.9,53.4,True,0.6513,False,False,0.57213,34.46566265060241,115.591,18,2,1,2025
HR Recruiter,LLaMA-3,Cloud,Text Processing,7.0,6.0,0.4583,0.4909,0.537,28.16,1572.06,436.3,85.0,True,0.4791,False,False,0.4916899999999999,33.44829931972789,93.537,18,2,1,2025
Marketing Assistant,Mixtral-8x7B,Desktop,Communication,6.0,6.0,0.4598,0.5954,0.6427,16.81,1492.92,439.7,56.7,True,0.5895,False,False,0.55535,50.48636363636364,101.265,18,2,1,2025
Code Assistant,Mixtral-8x7B,Hybrid,Learning & Adaptation,9.0,8.0,0.3,0.4,0.3859,108.22,1010.3,532.9,100.1,True,0.3694,False,False,0.35577,8.390801886792453,105.858,18,2,1,2025
Document Processor,Transformer-XL,Desktop,Text Processing,6.0,7.0,0.4079,0.5692,0.5604,27.13,108.01,402.0,68.6,True,0.5362,False,False,0.50204,35.60567375886525,107.534,18,2,1,2025
HR Recruiter,LLaMA-3,Mobile,Code Generation,6.0,8.0,0.489,0.6268,0.5911,41.39,375.63,325.4,62.1,True,0.5478,False,True,0.56097,30.992817679558005,118.346,18,2,1,2025
Social Media Manager,LLaMA-3,Cloud,Communication,4.0,2.0,0.7018,0.7058,0.7448,21.86,1351.03,390.3,62.9,False,0.7416,False,False,0.7159,58.68032786885246,91.912,18,2,1,2025
Project Manager,PaLM-2,Desktop,Learning & Adaptation,10.0,10.0,0.3,0.4,0.36,83.97,388.66,559.2,99.9,True,0.4255,False,True,0.348,10.057803468208093,129.785,18,2,1,2025
Code Assistant,Claude-3.5,Cloud,Data Analysis,6.0,7.0,0.5017,0.617,0.6088,39.2,307.46,412.5,60.9,True,0.6049,False,False,0.56842,31.231868131868133,112.343,18,2,1,2025
Sales Assistant,GPT-4o,Desktop,Creative Writing,8.0,6.0,0.4126,0.4904,0.497,43.39,702.61,504.2,84.6,True,0.4923,False,False,0.46126,22.50048780487805,94.461,18,2,1,2025
Financial Advisor,PaLM-2,Server,Learning & Adaptation,7.0,8.0,0.4636,0.5388,0.4568,110.61,1042.56,416.5,63.8,True,0.5671,False,False,0.48412,11.526666666666666,119.697,18,2,1,2025
Customer Service,CodeT5+,Desktop,Planning & Scheduling,4.0,2.0,0.6488,0.6874,0.6581,28.46,370.15,270.0,44.9,True,0.7171,False,True,0.66317,50.24015151515152,70.197,18,2,1,2025
Sales Assistant,Transformer-XL,Cloud,Data Analysis,7.0,9.0,0.3401,0.4914,0.4935,77.44,826.66,478.7,66.9,True,0.4229,True,False,0.43151,13.655379746835449,119.603,18,2,1,2025
Research Assistant,InstructGPT,Hybrid,Planning & Scheduling,6.0,7.0,0.4941,0.525,0.5881,12.89,170.43,390.6,65.9,True,0.517,False,False,0.53157,57.77934782608696,106.19,18,2,1,2025
Translation Agent,GPT-4o,Mobile,Code Generation,6.0,7.0,0.5214,0.6487,0.6599,47.51,112.14,432.8,67.4,True,0.6649,False,True,0.60114,28.35566037735849,116.543,18,2,1,2025
Data Analyst,InstructGPT,Desktop,Code Generation,7.0,6.0,0.4169,0.4729,0.5291,73.57,282.7,449.3,64.9,True,0.5233,False,True,0.46736,15.578666666666663,96.631,18,2,1,2025
Project Manager,PaLM-2,Mobile,Decision Making,6.0,4.0,0.5438,0.5496,0.5899,45.89,493.91,400.9,83.7,True,0.5707,False,True,0.5593699999999999,27.5551724137931,79.949,18,2,1,2025
Content Creator,Falcon-180B,Server,Problem Solving,10.0,8.0,0.3,0.4,0.3842,63.05,2068.08,640.5,90.4,True,0.4036,False,True,0.3552599999999999,12.509154929577464,108.252,18,2,1,2025
Research Assistant,Claude-3.5,Mobile,Creative Writing,8.0,8.0,0.3,0.4778,0.4868,34.76,574.71,481.9,100.5,True,0.4066,True,True,0.40938,23.52758620689655,108.462,18,2,1,2025
QA Tester,Falcon-180B,Edge,Decision Making,9.0,8.0,0.3,0.4,0.4553,40.86,483.16,546.3,100.7,True,0.3978,False,True,0.37659,18.735820895522387,107.846,18,2,1,2025
Financial Advisor,LLaMA-3,Hybrid,Planning & Scheduling,7.0,6.0,0.3607,0.4847,0.5351,30.69,597.76,475.4,75.2,True,0.4108,False,True,0.45022,28.13875,88.756,18,2,1,2025
Task Planner,InstructGPT,Cloud,Data Analysis,5.0,3.0,0.5148,0.663,0.6349,69.96,314.7,375.9,59.9,True,0.517,False,True,0.59529,21.1846975088968,66.19,19,2,2,2025
Translation Agent,Falcon-180B,Hybrid,Data Analysis,7.0,9.0,0.3622,0.5188,0.5001,64.31,808.14,495.2,73.4,True,0.4332,False,True,0.45055,16.443430656934307,120.324,19,2,2,2025
Task Planner,CodeT5+,Server,Code Generation,8.0,10.0,0.3134,0.4766,0.4741,44.34,130.63,509.4,101.8,True,0.3499,False,False,0.41057,19.6444976076555,124.493,19,2,2,2025
Task Planner,GPT-4o,Edge,Decision Making,7.0,5.0,0.4263,0.4952,0.5455,61.15,1149.48,426.1,76.4,True,0.5523,False,True,0.48273,18.856640625,88.661,19,2,2,2025
Content Creator,InstructGPT,Server,Problem Solving,7.0,9.0,0.3018,0.5648,0.5528,90.62,402.95,451.3,88.2,True,0.3446,False,False,0.4559999999999999,12.773109243697476,114.122,19,2,2,2025
Email Manager,InstructGPT,Desktop,Research & Summarization,8.0,10.0,0.3,0.4618,0.518,43.21,438.55,520.7,95.5,True,0.4279,True,False,0.41394,20.094174757281557,129.953,19,2,2,2025
Code Assistant,PaLM-2,Edge,Data Analysis,6.0,7.0,0.4605,0.5883,0.5847,45.66,383.59,453.5,59.0,True,0.5141,True,True,0.5361,25.77403846153846,105.987,19,2,2,2025
Translation Agent,GPT-4o,Hybrid,Problem Solving,10.0,10.0,0.3,0.4,0.4307,87.45,581.2,624.7,95.6,True,0.426,False,True,0.36921,10.143131868131867,129.82,19,2,2,2025
Email Manager,LLaMA-3,Mobile,Creative Writing,6.0,6.0,0.4406,0.6067,0.6147,40.33,1326.96,379.9,52.6,True,0.5528,False,True,0.54266,29.816483516483515,98.696,19,2,2,2025
Customer Service,Gemini-Pro,Hybrid,Research & Summarization,5.0,6.0,0.594,0.6303,0.68,67.15,538.18,348.3,71.4,True,0.7074,False,False,0.63069,23.445724907063195,109.518,19,2,2,2025
Translation Agent,Mixtral-8x7B,Edge,Learning & Adaptation,10.0,9.0,0.3,0.4,0.3827,68.33,116.57,611.5,92.8,True,0.3234,False,True,0.3548099999999999,11.866555183946486,112.638,19,2,2,2025
Email Manager,CodeT5+,Edge,Text Processing,3.0,1.0,0.7271,0.7448,0.705,36.25,341.51,230.9,53.6,False,0.8071,False,True,0.72578,47.12857142857143,86.497,19,2,2,2025
Marketing Assistant,Falcon-180B,Server,Code Generation,9.0,10.0,0.3,0.4,0.4464,55.12,1347.49,535.8,82.4,True,0.4163,False,False,0.37392,15.13846153846154,129.141,19,2,2,2025
Data Analyst,InstructGPT,Desktop,Text Processing,2.0,1.0,0.7298,0.8854,0.7853,19.14,589.72,208.2,33.4,False,0.8256,False,False,0.7931299999999999,83.48736842105261,87.792,19,2,2,2025
Sales Assistant,Mixtral-8x7B,Mobile,Text Processing,6.0,7.0,0.4849,0.6069,0.5891,31.07,141.54,392.7,71.5,True,0.5816,False,True,0.5527599999999999,36.12810457516339,110.712,19,2,2,2025
QA Tester,Transformer-XL,Server,Text Processing,5.0,7.0,0.4615,0.5081,0.6407,11.85,412.45,314.5,65.4,True,0.539,False,False,0.52924,65.33827160493829,107.73,19,2,2,2025
